year,title,author,url,title_describe
2022,Знакомство с программированием на языке Processing,"Риас К., Фрай Б.",https://t.me/arch_progr/1983,"знакомство с программированием на языке processing изучите компьютерное программирование с помощью processing простого языка, предназначенного для создания рисунков, анимации и интерактивной графики. курсы программирования обычно начинаются с теории, но эта книга сразу же переходит к творческим и занимательным проектам. она идеально подходит для всех, кто хочет научиться программировать, и служит простым введением в компьютерную графику для людей, которые уже имеют некоторые навыки программирования. это руководство по языку processing написано его создателями, кейси риасом и беном фраем. книга удобно структурирована и ведет читателя от знакомства с языком и написания первой программы на нем до разработки интерактивной графики. главы книги последовательно раскрывают основные приемы программирова ния на processing: - определение и рисование простых фигур - хранение, изменение и повторное использование данных - управление выполнением программы с помощью мыши и клавиатуры - преобразование координат - загрузка и отображение мультимедийных файлов и др. авторы используют метод обучение через практику : в каждой главе приводится ряд подробных примеров выполнения тех или иных задач иллюстрация, описание, код . в приложениях представлен справочный материал. книга пригодится тем, кто хочет научиться создавать компьютерную графику и простые интерактивные программы. благодаря простой и ясной манере из ложения она подойдет как для новичков, так и для читателей с опытом программирования, которые планируют освоить интерактивную графику для создания игр, анимации и интерфейсов. "
2021,Криминалистика компьютерной памяти на практике. Как эффективно анализировать оперативную память,"С. Островская, О. Скулкин",https://t.me/arch_progr/1982,"криминалистика компьютерной памяти на практике. как эффективно анализировать оперативную память книга знакомит читателя с современными концепциями активного поиска угроз и исследования передового вредоносного по с примене нием свободно распространяемых инструментов и фреймворков для анализа памяти. в издании принят практический подход, используются образы памяти из реальных инцидентов. прочтя книгу, вы сможете самостоятельно создавать и анализировать дампы памяти, изучать действия пользователя, искать следы бесфайловых атак и реконструировать действия злоумышленников. издание адресовано специалистам по реагированию на инциденты, аналитикам кибербезопасности, системным администраторам, а также может быть полезно студентам вузов и инженерам из смежных областей. "
2023,C# 10 и .NET 6. Современная кросс-платформенная разработка,Прайс М.,https://t.me/arch_progr/1981,"c 10 и .net 6. современная кросс-платформенная разработка шестое издание книги серьезно переработано, добавлены все новые функции, реализованные в версиях c 10 и .net 6. вы изучите принципы объектно-ориентированного программирования, научитесь писать, тестировать и отлаживать функции, реализовывать интерфейсы и наследовать классы. в издании рассматриваются api .net, призванные решать такие задачи, как управление данными и их запросами, мониторинг и повышение производительности, а также работа с файловой системой, асинхронными потоками, сериализацией и шифрованием. в книге приведены примеры кода кросс-платформенных приложений, веб-сайтов и служб, которые вы можете создавать и развертывать на основе asp.net core. "
2023,Kotlin: Сборник рецептов,Коузен К.,https://t.me/arch_progr/1980,"kotlin: сборник рецептов из этого уникального сборника рецептов разработчики узнают, как применять язык kotlin в java-проектах. практические рецепты будут полезны не только новичкам в kotlin, но и опытным программистам. кен коузен показывает, как решать проблемы, исходя из конкретных вариантов использования, а не из базового синтаксиса kotlin. вы задаете вопрос, а эта книга дает ответ. kotlin уже довольно широко используется в разработке для android, но его можно использовать везде, где применяется java, а также для разработки в ios, для создания приложений в машинном коде, для генерации кода на jаvascript и т. д. присоединяйтесь к сообществу kotlin и начинайте создавать новые проекты уже сегодня "
2021,Системы искусственного интеллекта,"Воронов М.В., Пименов В.И., Небаев И.А.",https://t.me/arch_progr/1979,"системы искусственного интеллекта в курсе рассматриваются вопросы, связанные с основами построения систем искусственного интеллекта, моделями и методологией вывода знаний, инструментами инженерии знаний, анализа данных и реализацией алгоритмов искусственного интеллекта на практике. описаны концептуальные принципы реализации экспертных систем, нечеткой логики, искусственных нейронных сетей и т. д. теоретический материал сопровождается обширным практикумом, решение задач которого демонстрируется как в рамках аналитической платформы, так и в форме программных реализаций на языке python. для бакалавров и магистров, обучающихся по направлениям информатика и вычислительная техника , а также другим направлениям, связанным с разработкой новых информационных технологий и интеллектуальных систем. "
2022,"Математические алгоритмы для программистов. 3D-графика, машинное обучение и моделирование на Python",Орланд Пол,https://t.me/arch_progr/1978,"математические алгоритмы для программистов. 3d-графика, машинное обучение и моделирование на python неважно, чем вы занимаетесь - большими данными, машинным обучением, компьютерной графикой или криптографией - без математики вам не обойтись везде сейчас требуются базовые знания и понимание алгоритмов. практические примеры позволят легко разобраться с самыми необходимыми математическими понятиями. 300 упражнений и мини-проектов откроют вам новые возможности в освоении интересных и популярных it-профессий. вы познакомитесь с базовыми библиотеками python, используемыми при разработке реальных приложений, и вспомните давно забытые основы линейной алгебры и матана. "
2023,Эффективная работа в Microsoft Excel,Мюррей А.,https://t.me/arch_progr/1977,"эффективная работа в microsoft excel в книге обсуждаются продвинутые техники работы в табличном редакторе microsoft excel, о которых знают не все пользователи и которые заметно ускоряют выполнение стандартных операций. в главе 1 обсуждаются инструменты работы с данными. показано, как быстро преобразовывать форматы даты и чисел, удалять строки и заполнять их нужными значениями, редактировать формулы и пользоваться специальной вставкой. глава 2 посвящена функциям, которые превращают документ excel в умную таблицу: ее значения обновляются автоматически при подстановке новых данных. из глав 3 и 4 читатель узнает о техниках форматирования, улучшающих восприятие табличной информации, и об особенностях работы с диаграммами. в главе 5 рассматриваются power query инструмент для импорта, очистки и преобразования данных с целью дальнейшего анализа и power pivot надстройка, позволяющая хранить большие объемы информации, создавать модели данных и производить мощные вычисления. издание пригодится специалистам, часто использующим в своей работе excel и желающим автоматизировать рутинные процессы обработки данных. "
2021,Computer Science для программиста-самоучки. Все что нужно знать о структурах данных и алгоритмах,Альтхофф Кори,https://t.me/arch_progr/1976,"computer science для программиста-самоучки. все что нужно знать о структурах данных и алгоритмах книги кори альтхоффа вдохновили сотни тысяч людей на самостоятельное изучение программирования. чтобы стать профи в программировании, не обязательно иметь диплом в области computer science, и личный опыт кори подтверждает это: он стал разработчиком по в ebay и добился этого самостоятельно. познакомьтесь с наиболее важными темами computer science, в которых должен разбираться каждый программист-самоучка, мечтающий о выдающейся карьере, это структуры данных и алгоритмы. computer science для программиста-самоучки поможет вам пройти техническое интервью, без которого нельзя получить работу в айти . книга написана для абсолютных новичков, поэтому у вас не должно возникнуть трудностей, даже если ранее вы ничего не слышали о computer science. "
2016,Программирование. Математическая логика,"Швецкий М.В., Демидов М.В., Голанова А.В., Кудрявцева И.А.",https://t.me/arch_progr/1974,"программирование. математическая логика учебное пособие представляет собой систему упражнений и лабораторных работ по курсу математическая логика и теория алгоритмов , содержащих теоретические сведения по общей теории исчислений, исчислениям математической логики, элементам интуиционистской логики, аксиоматической семантике языков императивного программирования. в пособие включено значительное количество задач и упражнений для самостоятельного решения. соответствует актуальным требованиям федерального государственного образовательного стандарта высшего образования. книга предназначена для преподавателей, аспирантов и студентов педагогических вузов для направлений, связанных с информационными технологиями. "
2022,"Программное обеспечение компьютерных сетей, 2-е изд.",Исаченко О.В.,https://t.me/arch_progr/1973,"программное обеспечение компьютерных сетей, 2-е изд. учебное пособие предназначено для учащихся системы среднего профессионального образования, обучающихся по укрупненной группе специальностей 09.02.00 информатика и вычислительная техника и изучающих дисциплины программное обеспечение компьютерных сетей и программное обеспечение компьютерных сетей и web-серверов . учебное пособие, написанное в соответствии с государственными образовательными стандартами на данные дисциплины, включает сведения об основных видах программного обеспечения компьютерных сетей, современных web-технологиях и популярных средствах разработки web-приложений. кроме использования в учебных заведениях системы спо может быть полезно и для учащихся высших учебных заведений. "
2021,Проектирование и реализация баз данных в СУБД MySQL с использованием MySQL Workbench,Мартишин С.А. и др.,https://t.me/arch_progr/1972,"проектирование и реализация баз данных в субд mysql с использованием mysql workbench пособие предназначено для получения практических навыков при изучении дисциплин управление данными , технологии обработки информации , инструментальные средства информационных систем , методы и средства проектирования информационных систем и технологий . также может быть использовано при изучении дисциплин проектирование программного обеспечения автоматизированных систем обработки информации и управления , проектирование информационных систем , базы данных . для студентов учреждений среднего профессионального образования. полезно для студентов вузов, слушателей курсов повышения квалификации и лиц, занимающихся самообразованием. "
2021,Программирование в ROBLOX,Эндер Брамбо,https://t.me/arch_progr/1971,"программирование в roblox roblox уникальная глобальная виртуальная платформа, предназначенная для создания и прохождения игр. ее посещает более 150 миллионов активных пользователей в месяц. на roblox публикуются игры разнообразных жанров, созданные на языке программирования lua и доступные для запуска всем участникам сообщества roblox.используя данное руководство, вы научитесь пользоваться программой roblox studio, создадите свои первые игры, узнаете, как оптимизировать их производительность и сможете успешно монетизировать свои проекты.книга предназначена для всех, кто интересуется разработкой игр на платформе roblox, как новичков, так и тех, кто уже знаком с roblox и хочет освоить эффективные приемы разработки и маркетинга.для изучения книги не требуется каких-либо знаний о разработке игр. "
2022,Python для всех,Северанс Ч. Р.,https://t.me/arch_progr/1970,"python для всех python простой в изучении и практическом использовании язык программирования, который свободно доступен на компьютерах под управлением mac os, windows и linux. изучив python, вы сможете использовать его в своей профессиональной деятельности, не покупая какое-либо программное обеспечение. данная книга представляет собой курс программирования на языке python. краткий и четкий стиль изложения и многочисленные упражнения позволят достаточно быстро овладеть основными навыками программирования и методами обработки данных. издание предназначено широкому кругу читателей, которые не являются программистами и хотели бы освоить язык python с нуля. "
2022,1С:Счетчик ворон. Мастер-класс по мобильной разработке в среде 1С:Предприятие,"Султанова А.И., Шаронова А.А.",https://t.me/arch_progr/1969,"1с:счетчик ворон. мастер-класс по мобильной разработке в среде 1с:предприятие книга адресована широкому кругу читателей: тем, кто совсем не знает программирования, но хочет попробовать себя в сфере ит, и тем, кто уже знаком с разработкой программ и хотел бы попробовать свои силы в создании мобильных приложений. пособие подойдет и школьникам 12-16 лет, и студентам для самостоятельного знакомства с мобильной платформой 1с:предприятие 8 , и преподавателям для проведения занятий. пособие содержит пошаговые инструкции по подготовке и настройке рабочего места, а также три сценария создания мобильного приложения 1с:счетчик ворон . сценарии различаются уровнем сложности, при этом на каждом следующем этапе разработки вы будете использовать созданное ранее приложение, изучая новые механизмы платформы 1с:предприятие 8 и расширяя функциональность своей программы. для выполнения мастер-класса понадобятся дополнительные инструменты. ссылка на скачивание приведена в тексте книги, также по ссылке вы сможете скачать видеоинструкции, в которых пошагово воспроизводятся сценарии для мастер-классов первого и второго уровней сложности. "
2022,Python 3 и PyQt 6. Разработка приложений,"Прохоренок Н.А., Дронов В.А.",https://t.me/arch_progr/1968,"python 3 и pyqt 6. разработка приложений описан язык python 3: типы данных, операторы, условия ветвления и выбора, циклы, регулярные выражения, функции, классы, работа с файлами и каталогами, взаимодействие с механизмами windows, часто используемые модули стандартной библиотеки. особое внимание уделено библиотеке pyqt, позволяющей создавать приложения с графическим интерфейсом. описаны средства для создания и вывода окон, основных компонентов кнопок, полей, полей, списков, таблиц, меню, панелей инструментов и др. . рассмотрена обработка событий и сигналов, разработка многопоточных программ, работа с базами данных, вывод графики, воспроизведение мультимедиа, запись аудио, видео и фото, печать документов, экспорт их в формат adobe pdf и сохранения настроек программ. дан пример полнофункционального приложения для создания и решения головоломок судоку. "
2023,"Разработка веб-приложений GraphQL с React, Node.js и Neo4j",Уильям Лион,https://t.me/arch_progr/1967,"разработка веб-приложений graphql с react, node.js и neo4j язык запросов api graphql заметно упрощает обмен данными с серверами, позволяя приложениям получать данные в виде простых для понимания графов. преимущества graphql можно усилить за счет таких графовых инструментов и хранилищ данных, как react, apollo и neo4j. подход к разработке графовых приложений полного цикла обеспечивает согласованную модель данных от начала до конца, повышая продуктивность разработчиков. эта книга научит вас создавать графовые веб-приложения с использованием graphql, react, apollo и базы данных neo4j, которые все вместе называются grandstack. на практических примерах вы увидите, как элементы grandstack сочетаются друг с другом. попутно создадите и развернете в облаке полноценное веб-приложение, поддерживающее поиск, аутентификацию и многое другое. а также узнаете, как развертывать комплексные приложения, в полной мере использующие производительность graphql. "
2023,"Предварительная подготовка данных в Python, 2 тома",А. Груздев,https://t.me/arch_progr/1966,"предварительная подготовка данных в python, 2 тома в двухтомнике представлены материалы по применению классических ме тодов машинного обучения в различных промышленных задачах. первый том посвящен инструментам python основным библиотекам, классам и функциям, необходимым для предварительной подготовки данных, построения моделей машинного обучения, выполнения различных стратегий валидации. в конце первого тома разбираются задачи с собеседований по sql, python, математической статистике и теории вероятностей. во втором томе рассматривается сам процесс предварительной подготовки данных, а также некоторые метрики качества и ряд полезных библиотек и фреймворков h2o, dask, docker, google colab . издание рассчитано на специалистов по анализу данных, а также может быть полезно широкому кругу специалистов, интересующихся машинным обучением. "
2023,Я верстальщик. Веб-верстальщик,А. Матыцин,https://t.me/arch_progr/1965,"я верстальщик. веб-верстальщик данный материал предназначен в первую очередь для тех, кто только начал осваивать веб, не знает за какие ниточки потянуть и что сделать, чтобы понять, как это все работает. не менее полезен материал будет и дизайнерам, которые рисуют макеты и слабо представляют, что с этим потом делает верстальщик. скорее, он даже очень нужен, так как давно существует проблема взаимопонимания между дизайнерами и верстальщиками. в целом данный материала создавался для повышения компьютерной грамотности среди людей, хоть как-то связанных с версткой. "
2022,Разработка приложений с графическим пользовательским интерфейсом на языке Python,"Букунов С. В., Букунова О. В.",https://t.me/arch_progr/1964,"разработка приложений с графическим пользовательским интерфейсом на языке python настоящее пособие содержит основные сведения о создании приложений на языке python с графическим пользовательским интерфейсом с помощью библиотеки tk. рассматриваются основные типы элементов, управляющих работой приложения, и способы их программной реализации. даются понятия визуального проектирования и событийного программирования. приводятся многочисленные практические упражнения с примерами программного кода, помогающие понять основные способы практической реализации графических пользовательских интерфейсов. рассматриваются возможности библиотеки tk по созданию компьютерной анимации. в пособии содержатся краткие теоретические сведения, упражнения и примеры программ с подробными комментариями, а также задания для самостоятельной работы. в учебном пособии последовательно вводится понятийный аппарат, формулируются основные объекты, приводятся примеры программ на языке python. предназначено для студентов ссузов обучающихся по направлению информатика и вычислительная техника , имеющих базовые навыки программирования на языке python, в том числе с использованием объектно-ориентированного подхода, желающих повысить уровень своих знаний в данной предметной области. "
2023,Изучаем VoIP-движок Mediastreamer2,Пластов И.В.,https://t.me/arch_progr/1963,"изучаем voip-движок mediastreamer2 книга освещает вопросы обработки медиа и стриминга с помощью библиотеки mediastreamer2. материал книги позволяет изучить mediastreamer2 и применить эти знания на практике. она написана так, что способствует погружению в технологию data flow читателя не обладающего глубокими знаниями о voip. требуются базовые навыки программирования на си. "
2020,Работа с базами данных Microsoft SQL Server: сценарии практических занятий,А. И. Митин,https://t.me/arch_progr/1962,"работа с базами данных microsoft sql server: сценарии практических занятий в пособии рассматриваются технологические приемы, позволяющие выполнить ряд практических заданий по работе с базами данных в среде популярной субд microsoft sql server. пособие может быть рекомендовано в качестве методического руководства на семинарских занятиях и при подготовке к сдаче зачетов и экзаменов по курсам, связанным с базами данных. "
2020,Структуры данных в Python: начальный курс,Шихи Д.,https://t.me/arch_progr/1961,"структуры данных в python: начальный курс в книге освещаются основополагающие вопросы, относящиеся к структурам данных в python. теоретические концепции и абстрактные понятия подкреплены простыми примерами. порядок следования глав соотносится с задачами обработки структур данных. в числе рассматриваемых тем: основы языка python принципы ооп методологии тестирования абстрактные типы данных атд стратегии решения задач. издание предназначено для всех, кто изучает язык программирования python и предполагает активно использовать как встроенные структуры данных, так и собственные реализации атд. "
2022,Android. Программирование для профессионалов. 4-е издание.,"Филлипс Билл, Стюарт Крис, Марсикано Кристин, Гарднер Брайан",https://t.me/arch_progr/1960,"android. программирование для профессионалов. 4-е издание. познакомьтесь с возможностями программирования android на языке kotlin множество примеров приложений с четкими объяснениями ключевых концепций и api позволят легко разобраться в самых трудных задачах. эта книга посвящена прикладным методам разработки приложений на kotlin, и подойдет для всех версий android от 5.0 lollipop до 8.1 oreo и выше. используйте android studio для создания приложений, чтобы проверять код на каждом этапе, интегрировать его с другими приложениями, работать с изображениями, воспроизводить аудио и делать многое другое. каждая глава продумана и протестирована так, чтобы вы смогли получить максимум опыта и знания, необходимые для разработки под android. "
2021,"Стильный Java. Код, который работает всегда и везде",Фаэлла Марко,https://t.me/arch_progr/1959,"стильный java. код, который работает всегда и везде в современном мире разработки успешность приложения уже не определяется параметром просто работает . хороший программист должен знать возможности языка, практические приемы проектирования и платформенные средства для достижения максимальной производительности и жизнеспособности программ. эта книга написана для разработчиков, которые хотят создавать качественный софт. затронуты все ключевые показатели по: скорость, затраты памяти, надежность, удобочитаемость, потоковая безопасность, универсальность и элегантность. реальные задачи и прикладные примеры кода на java помогут надежно усвоить концепции. "
2021,Основы Microsoft Azure. Подготовка к экзамену AZ-900,Чешир Дж.,https://t.me/arch_progr/1958,"основы microsoft azure. подготовка к экзамену az-900 сдайте экзамен microsoft exam az-900 и продемонстрируйте ваши знания облачной платформы microsoft azure, включая высокоуровневые концепции, а также ключевые особенности отдельных сервисов. экзамен az-900 сфокусирован на проверке базовых знаний по облачным технологиям, включая различия между iaas/paas/saas и публичными/частными/гибридными облачными моделями. также от вас потребуется знание основных архитектурных компонентов, продуктов и решений в azure, инструментов управления сервисами, безопасностью и функциями отдельных служб. дополнительно проверяется знание инструментов мониторинга, обеспечения приватности, соответствия требованиям регуляторов, механизмов защиты данных. последний блок вопросов относится к подпискам azure, управлению затратами, уровням обслуживания и рассмотрению жизненного цикла служб в azure. ключевые темы, рассмотренные в книге: - описание облачных концепций - описание ключевых сервисов azure - описание безопасности, приватности, соответствия требованиям регуляторов и механизмов обеспечения доверия - описание ценообразования в azure - соглашение об уровне обслуживания и жизненный цикл служб azure. данное руководство: - организовано в соответствии с темами экзамена - содержит интересные упражнения на стратегическое мышление - предполагает, что вы хотите овладеть основами облачных сервисов на базе microsoft azure - не требует от читателя реального опыта работы в it. данная книга подходит не только техническим специалистам, но и сотрудникам отделов продаж, служб поддержки и других нетехнических направлений. "
2022,Визуализация данных при помощи дашбордов и отчетов в Excel,Куслейка Д.,https://t.me/arch_progr/1957,"визуализация данных при помощи дашбордов и отчетов в excel эта книга научит вас мыслить новыми категориями, а не просто представлять данные в виде строк и столбцов. вы сможете перекинуть мостик от элементарной работы с данными к их систематизации и выстраиванию на их основе полноценных историй. узнаете, как обращаться с выбросами и представлять информацию в наиболее выгодном свете, а также как в сжатом виде отображать огромные по объему данные. наконец, освоите методы перехода от обычных рабочих листов с необработанными данными к визуально привлекательным отчетам и дашбордам, позволяющим принимать правильные решения. издание идеально подойдет менеджерам, специалистам по финансам, руководителям отделов и всем, кто работает с данными в excel. "
2022,Разработка геоприложений на языке Python,Эрик Вестра,https://t.me/arch_progr/1956,"разработка геоприложений на языке python написание геопространственных программ предполагает решение таких задач, как группирование данных по географическому положению, хранение и анализ больших массивов пространственной информации, выполнение сложных геопространственных расчетов и построение красочных интерактивных карт. чтобы делать это хорошо, вам понадобятся соответствующий инструментарий и методология, а также полное понимание геопространственных понятий, таких как картографические проекции, геодезические датумы и системы координат. эта книга предоставляет обзор главных геопространственных понятий, источников геоданных и наборов инструментов для геообработки. рассмотрены приемы хранения и доступа к пространственным данным. показано создание собственного интерфейса со скользящей картой в рамках веб-приложения. подробно описано создание редактора геоданных на основе географического модуля geodjango для веб-платформы django. адресовано опытным разработчикам. "
